cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
574351,1,49,1,0, 741 ,38, 322 ,16, 419 ,22, 2 , 643 ,40, -   ,0, 457 ,14,4,4, 5 ,MGM,external,reduced_fee,1,1,0,0,0," 9,600 ",1,0,0,0,0,0.001, -   , -   ,1188,0, -   ,1,0.091045,0, -   , -   ,0, -   ,0
574352,1,34,0,0," 4,506 ",874, 547 ,82," 3,959 ",792, 412 ," 1,699 ",192," 1,077 ",408," 1,618 ",162,0,0, 302 ,Search,external,no_fee,17,1,0,0,0," 54,933 ",1,0,0,0,0,0.001," 1,124 "," 1,124 ",1289,0, -   ,1,0.568655,0, -   , -   ,0, -   ,0
574353,1,33,1,0, 594 ,170, 133 ,50, 462 ,120, 76 , 139 ,52, 103 ,34, 235 ,66,6,8, (27),MGM,spillover,no_fee,12,1,0,0,0," 12,800 ",0,2,1,0,0,0," 1,048 "," 1,048 ",1281,0, 403 ,1,0.006612,0, -   , -   ,0, -   ,0
574354,2,26,0,0," 5,253 ",464, 167 ,66," 5,086 ",398, 250 ," 2,066 ",332," 1,376 ",86, 595 ,76,15,183, (187),Unreferred,external,full_fee,9,1,1,0,0," 2,000 ",0,4,0,0,0,0.008," 1,070 ", 959 ,1163,1, 375 ,1,0,0, -   , -   ,0, -   ,0
574355,1,30,1,0," 3,326 ",516, 600 ,264," 2,726 ",252, 686 ," 1,098 ",100, 836 ,40," 1,009 ",256,4,4, 9 ,Partner,external,no_fee,10,1,0,0,1," 8,000 ",1,0,0,0,0,0, 635 , 635 ,1353,0, -   ,1,0.48736,0.1652, 673 , 244 ,2, -   ,0
574356,1,69,0,1," 4,943 ",216," 3,873 ",160," 1,069 ",56, -   , 10 ,4, -   ,0," 4,236 ",134,6,12, (86),Unreferred,external,full_fee,3,1,0,0,1," 34,000 ",0,0,0,0,0,0," 2,202 "," 2,167 ",1289,0, -   ,1,0.120732,0, -   , -   ,0, -   ,0
574357,1,39,1,0, 427 ,76, 51 ,24, 376 ,52, 97 , 121 ,8, 89 ,32, 123 ,30,4,4, 4 ,Affiliates,external,no_fee,2,1,0,0,0," 9,467 ",1,0,0,0,0,0.005, -   , -   ,898,0, -   ,1,0.064781,0, -   , -   ,0, -   ,0
574358,1,32,0,0, 66 ,16, 23 ,8, 43 ,8, 4 , 11 ,4, 15 ,2, 23 ,8,0,0, 1 ,MGM,external,reduced_fee,1,0,0,0,0," 3,333 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0.004246,0, -   , -   ,0, -   ,0
574359,2,65,1,0," 6,498 ",488," 2,819 ",268," 3,680 ",220, 725 ," 2,202 ",136," 1,138 ",44," 3,568 ",304,7,57, (227),MGM,external,full_fee,8,1,0,0,1," 30,867 ",1,1,0,0,0,0," 1,613 "," 1,613 ",1376,0, -   ,2,0.090283,0, 21 , -   ,0, -   ,0
574360,1,35,0,1," 3,257 ",232, 862 ,86," 2,395 ",146, 368 ," 1,483 ",56," 1,434 ",38, 531 ,74,3,3, 64 ,MGM,external,full_fee,14,1,0,0,1," 48,400 ",0,0,0,0,0,0," 1,077 "," 1,077 ",1342,0, -   ,1,0.110956,0, -   , -   ,0, -   ,0
574361,2,36,0,0," 9,931 ",266," 1,782 ",36," 8,150 ",230," 3,420 "," 8,500 ",400, 573 ,26," 2,899 ",96,5,5, 246 ,Unreferred,external,no_fee,51,1,0,0,0," 66,800 ",0,0,0,0,0,0.006," 3,532 "," 3,328 ",1239,0, -   ,2,0.212795,0.1594," 6,578 ", 207 ,3, 337 ,3
574362,1,32,1,0," 3,930 ",392," 1,007 ",136," 2,923 ",256, 548 ," 1,438 ",196, 829 ,76," 1,799 ",194,9,41, 43 ,MGM,external,reduced_fee,12,1,0,0,0, -   ,1,0,0,0,0,0, 985 , 818 ,1346,1, 527 ,0,0,0, 171 , -   ,0, -   ,0
574363,1,42,1,0," 2,529 ",694, 537 ,120," 1,992 ",574, 166 , 343 ,72, 724 ,356, 915 ,164,4,4, 14 ,MGM,external,no_fee,11,1,0,0,1," 40,000 ",0,0,0,0,0,0, 529 , 529 ,968,0, -   ,1,0.039897,0, -   , -   ,0, -   ,0
574364,1,46,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (0),MGM,external,reduced_fee,1,0,0,0,0," 5,333 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
574365,1,42,1,1," 6,527 ",444," 1,133 ",88," 5,395 ",356," 1,187 "," 2,802 ",276," 2,435 ",54," 1,351 ",164,0,0, 45 ,MGM,external,full_fee,54,1,0,0,1," 85,600 ",0,0,0,0,0,0," 6,020 "," 6,020 ",1045,0, -   ,1,0.119803,0," 9,196 ", -   ,0, 293 ,2
574366,2,41,1,1," 2,230 ",112, 272 ,34," 1,959 ",78, -   ," 1,739 ",24," 1,706 ",32, 398 ,48,5,7, (92),,,full_fee,7,1,0,0,1," 35,333 ",0,2,2,0,0,0.008," 2,129 "," 1,927 ",1194,0, -   ,2,0.259202,0, -   , -   ,0, -   ,0
574367,1,39,0,0, 694 ,56, 203 ,16, 490 ,40, -   , 354 ,48, 160 ,14, 438 ,32,4,5, 80 ,Partner,external,no_fee,40,1,1,0,0," 9,333 ",0,0,0,0,0,0.005, 225 , 208 ,1315,0, -   ,1,0.732244,0, -   , -   ,0, -   ,0
574368,2,50,1,0," 1,582 ",382, 468 ,154," 1,115 ",228, 14 , 920 ,168, 201 ,66, 660 ,182,9,107, (9),MGM,spillover,full_fee,9,1,0,0,1," 29,333 ",1,1,1,0,0,0, 677 , 675 ,1338,0, -   ,2,0.011068,0, 956 , -   ,0, 38 ,2
574369,1,28,0,0," 5,984 ",778, 789 ,70," 5,195 ",708, 967 ," 2,630 ",988," 1,276 ",252," 1,743 ",206,7,20, 17 ,Unreferred,spillover,full_fee,24,1,0,0,0, -   ,0,3,0,0,0,0.166," 1,742 "," 1,723 ",1197,1, 970 ,0,0,0.0314," 3,136 "," 2,908 ",3, -   ,0
574370,1,31,1,1," 3,619 ",656, 389 ,146," 3,230 ",510, 218 ," 1,603 ",152," 1,402 ",136, 633 ,158,5,16, 14 ,MGM,external,reduced_fee,13,1,0,0,0, -   ,1,5,0,0,0,0.001," 1,648 ", 824 ,1258,1, 519 ,0,0,0, -   , -   ,0, -   ,0
574371,2,57,1,1," 14,511 ",560," 2,695 ",238," 11,816 ",322, 312 ," 3,174 ",212," 7,070 ",96," 5,160 ",342,11,35, (89),,spillover,full_fee,8,1,0,0,1," 66,667 ",1,1,0,0,0,0," 3,753 "," 3,410 ",1312,1," 1,220 ",1,0.009988,0," 17,510 ", -   ,0, 15 ,2
574372,2,33,1,0," 4,339 ",768, 805 ,330," 3,534 ",438, 324 ," 2,372 ",372," 1,805 ",218," 1,602 ",416,15,59, 3 ,Affiliates,external,reduced_fee,6,1,0,0,1," 40,000 ",1,0,0,0,0,0," 1,191 "," 1,127 ",1312,0, -   ,2,0.065217,0," 7,143 ", -   ,0, 385 ,3
574373,1,43,1,0," 7,748 ",396," 2,459 ",232," 5,289 ",164," 2,600 "," 2,103 ",148," 2,838 ",22," 3,079 ",262,4,6, 68 ,Direct,external,reduced_fee,4,1,1,0,1," 28,000 ",1,0,0,0,0,0," 3,564 "," 3,523 ",1353,0, -   ,1,0.078956,0, -   , -   ,0, -   ,0
574374,1,57,1,0," 12,259 ",416," 5,897 ",204," 6,363 ",212," 1,172 "," 4,240 ",360, 761 ,14," 10,814 ",364,3,3, 30 ,Partner,external,no_fee,,,,,, -   ,,,,,,, -   , -   ,,, -   ,,,, -   , -   ,, -   ,
574375,1,45,1,1," 7,293 ",436, 910 ,88," 6,383 ",348, 40 ," 1,841 ",60," 1,709 ",34," 3,162 ",142,4,4, 47 ,Unreferred,spillover,full_fee,76,1,0,0,1," 62,400 ",0,0,0,0,0,0," 2,317 "," 2,317 ",1235,0, -   ,1,0.017185,0, -   , -   ,0, -   ,0
574376,2,42,1,0," 4,575 ",466, 993 ,248," 3,582 ",218, 166 ," 2,131 ",228, 744 ,30," 2,564 ",334,11,89, (37),In House,others,no_fee,16,1,0,0,1," 62,000 ",0,2,2,0,0,0," 3,082 "," 3,082 ",1304,0, 73 ,2,0.098873,0.0837, 588 ," 2,042 ",2, -   ,0
574377,1,49,1,0, 257 ,42, 74 ,10, 183 ,32, -   , 75 ,8, 75 ,2, 142 ,32,4,4, 3 ,Search,external,no_fee,22,1,0,0,0," 32,000 ",1,0,0,0,0,0, 186 , 143 ,1270,0, -   ,1,0.020371,0.4444," 1,120 ", 35 ,2, 21 ,3
574378,1,38,0,1, 577 ,36, 62 ,6, 515 ,30, 53 , 469 ,60, -   ,0, 335 ,24,0,0, 60 ,MGM,external,reduced_fee,29,1,0,0,0, -   ,1,0,0,0,0,0, 450 , 450 ,1300,1, 138 ,0,0,0, 11 , -   ,0, -   ,0
574379,2,32,1,1," 5,693 ",644, 777 ,376," 4,917 ",268, 181 ," 4,768 ",272," 3,955 ",100, 807 ,392,13,43, (14),In House,others,full_fee,14,1,0,0,1," 61,067 ",0,0,0,0,0,0," 1,850 "," 1,850 ",1323,0, 12 ,2,0.021186,0, -   , -   ,0, -   ,0
574380,2,46,1,0," 2,921 ",536," 1,375 ",156," 1,546 ",380, 517 ," 1,349 ",308, 119 ,94," 1,192 ",302,0,0, (6),MGM,spillover,full_fee,17,1,0,0,1," 64,000 ",1,2,2,0,0,0," 1,611 ", 798 ,1194,0, -   ,2,0.012803,0, 207 , -   ,0, 13 ,2
574381,1,37,0,0," 4,086 ",118, 47 ,12," 4,039 ",106, 29 ," 1,958 ",56, 34 ,8," 3,983 ",62,4,4, (6),MGM,external,reduced_fee,5,1,1,0,1," 5,000 ",0,0,0,0,0,0.005, 666 , 646 ,963,0, -   ,1,0.9984,0, -   , -   ,0, -   ,0
574382,1,30,0,0," 1,499 ",108, 589 ,24, 910 ,84, 23 , 327 ,124, 122 ,38, 806 ,34,4,6, (24),Unreferred,external,no_fee,4,1,0,0,1," 13,333 ",1,0,0,0,0,0, 482 , 434 ,1255,0, -   ,1,0.029329,0, -   , -   ,0, -   ,0
574383,1,32,1,0," 5,391 ",1004," 1,466 ",262," 3,926 ",742, 477 ," 2,121 ",316," 1,167 ",336," 2,793 ",370,6,10, 11 ,Unreferred,external,no_fee,54,1,0,0,1," 52,400 ",0,0,0,0,0,0," 1,585 "," 1,504 ",1148,0, -   ,1,0.006003,0, -   , -   ,0, -   ,0
574384,1,39,0,1," 4,088 ",238, 536 ,118," 3,552 ",120, 658 ," 1,378 ",112," 2,216 ",16," 1,209 ",156,5,6, (3),Affiliates,external,reduced_fee,7,1,0,0,0," 32,000 ",0,0,0,0,0,0," 1,756 "," 1,744 ",1338,0, -   ,1,0.000981,0," 5,435 ", -   ,0, 117 ,4
574385,1,48,1,0," 8,255 ",588," 5,081 ",392," 3,175 ",196, 312 , 152 ,12, 254 ,12," 5,044 ",356,5,5, (23),Search,external,full_fee,11,1,0,0,1," 40,000 ",0,0,0,0,0,0," 1,879 "," 1,879 ",1083,0, -   ,1,0.161521,0," 36,128 ", -   ,0," 1,755 ",2
574386,1,37,1,0," 8,756 ",1222," 1,080 ",194," 7,677 ",1028," 2,145 "," 2,649 ",524," 2,554 ",496," 2,254 ",306,0,0, 6 ,MGM,external,full_fee,58,1,0,0,0," 68,800 ",0,0,0,0,0,0," 1,618 "," 1,618 ",1327,0, -   ,1,0.059482,0, -   , -   ,0, -   ,0
574387,1,38,0,0," 1,818 ",254," 1,111 ",116, 707 ,138, 224 , 143 ,128, 38 ,4, 561 ,118,4,4, 12 ,Affiliates,external,full_fee,10,1,0,0,1," 20,000 ",0,0,0,0,0,0," 1,234 "," 1,214 ",1289,0, -   ,1,0.04448,0.1056," 2,751 "," 3,694 ",2, -   ,0
574388,1,30,1,0," 1,045 ",198, 189 ,38, 856 ,160, 187 , 487 ,72, 88 ,26, 372 ,46,0,0, (40),MGM,external,reduced_fee,2,1,0,0,0," 2,000 ",1,3,0,0,0,0.001, 461 , 461 ,976,0, -   ,1,0.07104,0, -   , -   ,0, -   ,0
574389,1,40,0,0," 1,563 ",74," 1,260 ",44, 303 ,30, -   ," 1,005 ",28, -   ,0," 1,228 ",44,5,7, 100 ,MGM,spillover,full_fee,9,1,0,0,1," 56,000 ",0,0,0,0,0,0," 2,629 "," 2,629 ",1277,0, -   ,1,0,0, -   , -   ,0, -   ,0
574390,1,42,1,1," 6,349 ",530, 572 ,126," 5,777 ",404," 1,681 "," 3,968 ",396," 3,809 ",160," 1,790 ",254,5,7, 129 ,MGM,external,reduced_fee,38,1,0,0,0, -   ,0,0,0,0,0,0," 1,713 "," 1,713 ",1209,1, 887 ,0,0,0, -   , -   ,0, -   ,0
574391,1,36,0,0," 6,516 ",218, 752 ,26," 5,764 ",192," 1,345 "," 4,036 ",264," 3,249 ",60," 1,356 ",74,0,0, 79 ,Unreferred,spillover,full_fee,10,1,0,0,0," 66,600 ",1,0,0,0,0,0.004," 5,482 "," 4,938 ",996,0, -   ,1,0.036225,0.2294," 4,908 "," 5,396 ",2, -   ,0
574392,1,63,1,0," 3,264 ",406," 2,053 ",280," 1,211 ",126, 489 , 747 ,128, 62 ,8," 2,294 ",288,4,4, (21),Media,external,no_fee,17,1,0,0,0," 38,800 ",0,1,0,0,0,0," 1,545 "," 1,508 ",1175,0, -   ,1,0.000103,0, -   , -   ,0, -   ,0
574393,1,38,1,1, 895 ,180, 482 ,110, 413 ,70, 44 , 119 ,20, 30 ,4, 466 ,118,9,187, (121),MGM,spillover,full_fee,7,1,0,0,1," 68,867 ",1,3,1,0,0,0," 4,270 "," 4,264 ",1350,0, -   ,1,0.039827,0," 4,707 ", -   ,0, 3 ,2
574394,1,31,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (0),In House,others,full_fee,,,,,, -   ,,,,,,, -   , -   ,,, -   ,,,, -   , -   ,, -   ,
574395,1,53,1,1," 27,999 ",1540," 7,693 ",456," 20,307 ",1084," 3,506 "," 11,262 ",1000," 6,439 ",256," 12,052 ",702,8,15, 2 ,,,full_fee,139,1,0,0,1," 120,000 ",0,0,0,0,0,0," 6,073 "," 6,067 ",1140,0, -   ,1,0.395029,0.0162," 1,278 "," 9,785 ",3, -   ,0
574396,1,41,0,1," 5,172 ",166," 2,668 ",2," 2,504 ",164," 2,504 "," 4,598 ",284," 1,593 ",58, 880 ,102,0,0, 310 ,Affiliates,external,full_fee,61,1,0,0,0," 120,000 ",0,1,1,0,0,0," 2,083 "," 2,083 ",1315,0, -   ,1,0.051533,0.0421," 6,393 ", 674 ,2, -   ,0
574397,1,40,1,1," 6,668 ",1134," 2,577 ",518," 4,091 ",616, 697 ," 2,342 ",328, 686 ,230," 4,249 ",696,8,74, 213 ,MGM,spillover,full_fee,110,1,0,0,0," 69,600 ",0,2,0,0,0,0.009," 1,654 "," 1,583 ",1095,0, -   ,1,0.436614,0.01, 809 ," 4,661 ",2, -   ,0
574398,1,36,0,0," 2,120 ",62, 315 ,12," 1,805 ",50, 366 ," 1,505 ",48," 1,394 ",16, 548 ,34,4,4, 51 ,Search,external,no_fee,40,1,1,0,0," 14,400 ",0,0,0,0,0,0.001, 904 , 904 ,1293,0, -   ,1,0.006132,0, -   , -   ,0, -   ,0
574399,1,40,1,1," 4,638 ",382, 925 ,142," 3,714 ",240, 281 ," 1,981 ",316, 13 ,2," 2,914 ",232,4,4, 75 ,MGM,external,reduced_fee,18,1,0,0,0, -   ,1,0,0,0,0,0," 1,547 "," 1,242 ",1319,1, 697 ,0,0,0, -   , -   ,0, -   ,0
574400,1,35,1,0," 4,498 ",608," 1,612 ",336," 2,886 ",272, 113 ," 2,259 ",284, 921 ,6," 2,782 ",430,9,14, 17 ,MGM,external,no_fee,15,1,0,0,1," 24,000 ",1,0,0,0,0,0," 1,394 "," 1,394 ",1350,0, -   ,1,0.165486,0," 2,093 ", -   ,0, 197 ,2
574401,1,34,0,0," 3,626 ",1130, 485 ,280," 3,141 ",850, 820 ," 1,203 ",468," 1,365 ",514, 831 ,310,6,7, 58 ,MGM,external,no_fee,10,1,1,0,0," 6,600 ",0,0,0,0,0,0.005, 594 , 594 ,1235,0, -   ,1,1.014284,0, -   , -   ,0, -   ,0
574402,1,45,0,0," 1,098 ",164, 430 ,86, 668 ,78, 260 , 641 ,136, 318 ,4, 403 ,80,5,7, (61),MGM,external,no_fee,5,1,1,0,0," 3,333 ",1,2,0,0,0,0.086, 135 , 135 ,957,0, -   ,1,0.93368,0, -   , -   ,0, -   ,0
574403,1,59,0,0," 2,378 ",34," 1,771 ",10, 607 ,24, 412 , 6 ,4, 289 ,6," 1,873 ",14,0,0, (46),MGM,external,no_fee,3,1,0,0,1," 28,200 ",1,1,0,0,0,0, 146 , 146 ,1061,0, -   ,1,0.274263,0, -   , -   ,0, -   ,0
574404,1,35,0,0, 178 ,10, 14 ,2, 164 ,8, -   , 79 ,4, 79 ,2, 90 ,6,3,3, 2 ,MGM,external,no_fee,1,0,0,0,0, 667 ,0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0.02502,0, -   , -   ,0, -   ,0
574405,1,30,0,0," 1,372 ",194, 491 ,42, 881 ,152, 102 , 166 ,36, 3 ,2, 956 ,92,4,4, (2),MGM,external,no_fee,30,1,0,0,1," 28,000 ",1,0,0,0,0,0," 1,609 "," 1,609 ",1182,0, -   ,1,0.037221,0, 305 , -   ,0, -   ,0
574406,1,33,1,0," 4,922 ",664," 1,160 ",226," 3,763 ",438, 223 ," 1,421 ",188, 531 ,52," 2,839 ",312,8,12, 3 ,MGM,external,no_fee,11,1,0,0,1," 36,000 ",1,0,0,0,0,0," 1,731 "," 1,731 ",1194,0, -   ,1,0.063776,0, -   , -   ,0, -   ,0
574407,1,67,0,0," 1,424 ",80, 591 ,42, 833 ,38, 14 , 117 ,20, 12 ,2, 666 ,22,4,4, (37),MGM,external,reduced_fee,3,1,0,0,0," 24,000 ",0,0,0,0,0,0, 488 , 488 ,1243,0, -   ,1,0.007738,0, -   , -   ,0, -   ,0
574408,1,57,0,0," 1,646 ",78, 285 ,18," 1,362 ",60, 97 ," 1,089 ",104, 251 ,4, 551 ,50,4,4, 20 ,In House,external,reduced_fee,2,1,0,0,0, -   ,0,0,0,0,0,0.004, 36 , 36 ,0,0, -   ,0,0,0, -   , -   ,0, -   ,0
574409,1,45,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (0),Paid Search,external,full_fee,,,,,, -   ,,,,,,, -   , -   ,,, -   ,,,, -   , -   ,, -   ,
574410,1,40,1,1," 6,382 ",652," 2,635 ",322," 3,748 ",330, 717 ," 2,603 ",300, 548 ,86," 3,401 ",372,5,21, 66 ,MGM,spillover,full_fee,30,1,0,0,1," 20,000 ",0,0,0,0,0,0," 2,090 "," 2,090 ",1125,0, -   ,1,0.231442,0.0158," 2,088 "," 6,731 ",4, -   ,0
574411,1,41,1,1," 1,801 ",284, 638 ,100," 1,163 ",184, 137 , 998 ,144, 262 ,36, 979 ,122,4,4, 53 ,MGM,spillover,full_fee,,,,,, -   ,,,,,,0, 425 , 425 ,1270,0, -   ,0,0,0.01," 20,025 "," 1,404 ",2, 80 ,2
574412,2,51,1,0," 10,401 ",1004," 1,547 ",358," 8,854 ",646," 3,917 "," 4,634 ",232, 611 ,32," 6,820 ",500,0,0, 48 ,Media,spillover,unknown,65,1,0,0,1," 82,400 ",1,0,0,0,0,0," 2,630 "," 2,630 ",1350,0, -   ,2,0.056733,0," 17,999 ", -   ,0, 271 ,3
574413,2,38,1,0," 2,690 ",684, 412 ,122," 2,278 ",562, 73 , 499 ,44, 638 ,292, 454 ,120,5,5, (24),MGM,spillover,reduced_fee,17,1,0,0,1," 52,667 ",1,0,0,0,0,0, 577 , 577 ,1312,0, -   ,2,0.018366,0, -   , -   ,0, -   ,0
574414,1,42,1,1," 4,022 ",160, 677 ,52," 3,346 ",108, 256 , 836 ,84," 1,065 ",12," 1,624 ",94,5,5, 81 ,Unreferred,external,reduced_fee,29,1,0,0,0, -   ,0,1,0,0,0,0.002," 1,798 "," 1,798 ",962,1, 735 ,0,0,0.1381," 9,458 "," 3,055 ",2, -   ,0
574415,1,34,0,0," 2,242 ",428, 752 ,180," 1,490 ",248, 258 , 488 ,104, 475 ,74, 780 ,140,6,10, (76),Unreferred,external,no_fee,7,1,0,0,0," 32,000 ",0,2,0,0,0,0, 519 , 515 ,1281,0, -   ,1,0.051228,0," 2,496 ", -   ,0, 238 ,2
574416,1,37,0,0," 3,395 ",510, 534 ,48," 2,861 ",462, 987 ," 1,526 ",272, 160 ,154," 1,520 ",144,5,5, (5),Direct,external,reduced_fee,4,1,0,0,1," 26,667 ",1,1,0,0,0,0, 611 , 609 ,1137,0, -   ,1,0.003204,0, -   , -   ,0, -   ,0
574417,1,39,1,1," 3,632 ",340," 1,184 ",96," 2,448 ",244, 359 ," 1,562 ",268, 551 ,76," 2,141 ",184,4,5, (94),Unreferred,external,full_fee,3,1,0,0,0," 38,400 ",1,0,0,0,0,0," 1,672 "," 1,636 ",1197,0, -   ,1,0.116917,0, -   , -   ,0, -   ,0
574418,1,55,1,0, 79 ,24, 50 ,16, 29 ,8, 17 , 24 ,12, -   ,0, 74 ,22,4,7, 1 ,Media,external,no_fee,1,0,0,0,0," 5,133 ",0,0,0,0,0,0, -   , -   ,1021,0, -   ,1,0,0, -   , -   ,0, -   ,0
574419,1,38,1,1," 3,177 ",506," 1,143 ",326," 2,035 ",180, 888 ," 1,278 ",316, 843 ,8, 652 ,214,9,35, 71 ,Unreferred,external,full_fee,27,1,0,0,1," 38,000 ",1,0,0,0,0,0," 3,887 "," 3,689 ",1277,0, -   ,1,0.08495,0, -   , -   ,0, -   ,0
574420,1,43,0,0," 3,039 ",268, 348 ,48," 2,691 ",220, 818 ," 1,302 ",100, 478 ,80," 2,090 ",100,0,0, 40 ,MGM,external,no_fee,4,1,0,0,0," 20,000 ",0,1,0,0,0,0.191, 314 , 208 ,1163,0, -   ,1,0.679001,0.2783, 170 , 282 ,3, -   ,0
574421,2,35,0,0," 4,582 ",250," 1,355 ",86," 3,228 ",164," 1,212 "," 1,846 ",148, 712 ,38," 2,307 ",82,5,7, 4 ,Affiliates,external,no_fee,31,1,1,0,1," 6,000 ",0,0,0,0,0,0.056," 1,013 "," 1,013 ",919,0, -   ,2,0.96006,0, -   , -   ,0, -   ,0
574422,1,38,0,0, 624 ,30, 322 ,8, 302 ,22, 25 , 349 ,20, -   ,0, 576 ,22,0,0, (35),MGM,external,no_fee,3,1,0,0,0," 28,800 ",0,0,0,0,0,0, 307 , 307 ,1266,0, -   ,1,0.00062,0, -   , -   ,0, -   ,0
574423,1,45,0,0, 859 ,40, 194 ,8, 665 ,32, 85 , 85 ,24, 33 ,2, 589 ,30,3,3, 8 ,Paid Search,external,reduced_fee,9,1,0,0,1," 32,000 ",1,0,0,0,0,0, 393 , 393 ,1342,0, -   ,1,0.047923,0," 2,931 ", -   ,0, 95 ,2
574424,1,55,0,0, 751 ,38, 231 ,26, 520 ,12, 4 , 79 ,12, 214 ,4, 184 ,26,4,7, 1 ,MGM,external,full_fee,1,0,0,0,0," 2,200 ",0,0,0,0,0,0.004, -   , -   ,1083,0, -   ,1,0.155878,0, -   , -   ,0, -   ,0
574425,1,59,0,0," 5,914 ",140," 2,364 ",40," 3,550 ",100, 573 ," 2,073 ",148," 1,795 ",54," 2,842 ",56,4,5, (37),Unreferred,external,full_fee,105,1,0,0,1," 83,733 ",0,0,0,0,0,0," 1,991 "," 1,827 ",1247,0, -   ,1,-0.010466,0," 1,893 ", -   ,0, 17 ,2
574426,1,40,0,0, 845 ,30, 95 ,6, 749 ,24, 91 , 292 ,24, 75 ,2, 678 ,22,0,0, (28),Partner,external,no_fee,48,1,0,0,1," 26,400 ",0,2,0,0,0,0, 634 , 634 ,1209,0, -   ,1,0.016292,0.0552, 554 , 633 ,2, -   ,0
574427,1,43,1,0," 5,896 ",790," 3,078 ",510," 2,819 ",280, 256 , 973 ,208, 27 ,6," 3,193 ",536,5,6, (13),Unreferred,external,no_fee,25,1,0,0,0," 41,600 ",0,1,0,0,0,0," 1,063 "," 1,037 ",1350,0, -   ,1,0.109807,0.1378, 932 , 167 ,2, -   ,2
574428,1,37,0,0, 23 ,2, 23 ,2, -   ,0, -   , 23 ,4, -   ,0, 23 ,2,4,4, (25),MGM,external,no_fee,23,1,0,0,0," 52,000 ",0,1,0,0,0,0, 752 , 751 ,1277,0, -   ,1,0,0.3632," 2,111 "," 1,261 ",2, -   ,0
574429,1,50,0,1," 1,199 ",28, 218 ,12, 981 ,16, 333 , -   ,0, -   ,0," 1,166 ",24,4,4, 50 ,Partner,others,full_fee,16,1,0,0,1," 7,333 ",0,0,0,0,0,0.008, 571 , 571 ,912,0, -   ,1,0.36921,0.0593, 498 , 749 ,5, -   ,0
574430,1,39,0,1," 5,320 ",818," 1,301 ",80," 4,019 ",738, 662 ," 3,230 ",584, 739 ,86," 1,896 ",206,0,0, (0),Affiliates,external,full_fee,4,1,0,0,1," 26,667 ",1,1,0,0,0,0," 1,071 "," 1,071 ",1331,0, -   ,1,0.161243,0, -   , -   ,0, -   ,0
574431,1,36,1,1," 4,273 ",408, 270 ,112," 4,004 ",296," 1,167 "," 2,655 ",136," 2,181 ",144," 1,046 ",144,4,4, 96 ,Search,external,reduced_fee,14,1,0,0,0, -   ,1,1,0,0,0,0," 1,269 "," 1,269 ",1137,1, 512 ,0,0,0, -   , -   ,0, -   ,0
574432,1,33,1,0," 4,263 ",666, 559 ,284," 3,705 ",382, 321 ," 2,792 ",364, 997 ,30," 1,772 ",356,7,34, (19),MGM,external,reduced_fee,5,1,0,0,0," 26,667 ",0,1,1,0,0,0," 1,538 "," 1,502 ",1285,0, -   ,1,0.100343,0.1382," 2,059 "," 2,002 ",2, -   ,0
574433,1,41,1,1," 11,383 ",138," 8,446 ",64," 2,937 ",74, 215 ," 4,551 ",72, -   ,0," 10,937 ",98,6,7, (111),Affiliates,external,full_fee,5,1,1,0,1," 32,667 ",1,0,0,0,0,0," 3,958 "," 3,928 ",1308,0, -   ,1,0.232434,0," 6,738 ", -   ,0, 395 ,3
574434,1,57,0,0," 1,067 ",4, 299 ,2, 768 ,2, -   , -   ,0, -   ,0," 1,067 ",4,0,0, (27),Media,external,no_fee,2,0,0,0,0," 10,667 ",0,0,0,0,0,0.03, -   , -   ,920,0, -   ,1,0.244875,0, -   , -   ,0, -   ,0
